1635598445.837928,0
1635598445.850418,0
1635598445.862443,0
1635598445.874752,1
1635598445.887403,0
1635598445.900244,1
1635598445.912876,0
1635598445.925204,0
1635598445.937819,0
1635598445.950550,0
1635598445.963265,0
1635598445.976239,0
1635598445.989081,0
1635598446.001362,0
1635598446.014564,0
1635598446.026767,0
1635598446.039135,0
1635598446.051834,0
1635598446.064760,0
1635598446.076851,0
1635598446.089029,0
1635598446.101700,0
1635598446.114898,1
1635598446.127318,0
1635598446.140719,0
1635598446.153879,0
1635598446.166258,0
1635598446.179132,0
1635598446.192399,0
1635598446.204661,0
1635598446.217846,0
1635598446.230713,0
1635598446.243258,0
1635598446.255740,0
1635598446.269041,0
1635598446.281811,0
1635598446.293913,0
1635598446.306468,0
1635598446.318869,0
1635598446.331394,0
1635598446.343956,0
1635598446.357043,0
1635598446.369069,0
1635598446.381063,0
1635598446.393730,0
1635598446.407013,0
1635598446.420437,0
1635598446.433926,0
1635598446.445784,0
1635598446.459035,0
1635598446.472281,0
1635598446.485523,0
1635598446.498331,0
1635598446.511749,0
1635598446.525618,0
1635598446.538030,0
1635598446.551276,0
1635598446.564379,0
1635598446.577025,0
1635598446.589162,0
1635598446.601250,0
1635598446.613420,0
1635598446.628193,0
1635598446.641649,0
1635598446.654777,0
1635598446.667095,0
1635598446.679406,0
1635598446.691722,0
1635598446.704156,0
1635598446.716170,0
1635598446.731065,0
1635598446.744775,0
1635598446.757016,0
1635598446.770254,0
1635598446.783162,0
1635598446.795786,0
1635598446.809379,0
1635598446.822639,0
1635598446.835343,0
1635598446.847690,0
1635598446.859782,0
1635598446.872413,0
1635598446.885292,0
1635598446.899021,0
1635598446.912298,0
1635598446.925409,0
1635598446.937954,0
1635598446.951391,0
1635598446.964065,0
1635598446.977836,0
1635598446.991640,0
1635598447.007271,0
1635598447.019961,0
1635598447.032090,0
1635598447.045172,0
1635598447.057208,0
1635598447.073183,0
1635598447.086216,0
1635598447.098469,0
1635598447.112067,0
1635598447.123929,0
1635598447.137427,0
1635598447.151883,0
1635598447.164986,0
1635598447.177048,0
1635598447.189237,0
1635598447.201577,0
1635598447.214391,0
1635598447.228184,0
1635598447.241127,0
1635598447.254843,0
1635598447.266816,0
1635598447.279814,0
1635598447.292904,0
1635598447.305371,0
1635598447.317975,0
1635598447.329719,0
1635598447.342634,0
1635598447.354565,0
1635598447.367683,0
1635598447.380062,0
1635598447.392550,0
1635598447.405700,1
1635598447.417834,0
1635598447.429684,0
1635598447.442567,0
1635598447.454813,0
1635598447.469035,0
1635598447.481844,0
1635598447.494131,0
1635598447.507584,0
1635598447.521358,0
1635598447.534022,0
1635598447.546093,0
1635598447.559018,0
1635598447.570845,0
1635598447.585083,0
1635598447.598220,0
1635598447.611375,0
1635598447.623925,0
1635598447.637546,0
1635598447.650180,0
1635598447.662184,0
1635598447.675866,0
1635598447.688146,0
1635598447.701693,0
1635598447.715037,0
1635598447.727651,0
1635598447.740455,0
1635598447.753449,0
1635598447.774116,0
1635598447.795815,0
1635598447.808184,0
1635598447.821795,0
1635598447.836180,0
1635598447.848188,0
1635598447.861499,0
1635598447.874825,0
1635598447.888383,0
1635598447.905154,0
1635598447.917564,0
1635598447.930016,1
1635598447.943627,0
1635598447.956048,11
1635598447.969239,7
1635598447.983928,5
1635598447.999786,11
1635598448.012640,14
1635598448.025557,14
1635598448.038484,17
1635598448.051117,17
1635598448.063938,19
1635598448.076838,20
1635598448.088820,19
1635598448.101140,20
1635598448.113501,19
1635598448.127326,20
1635598448.141887,19
1635598448.154032,19
1635598448.170166,19
1635598448.182093,20
1635598448.195448,19
1635598448.210851,19
1635598448.223345,20
1635598448.235621,19
1635598448.248716,19
1635598448.261725,20
1635598448.275347,18
1635598448.288442,18
1635598448.301113,17
1635598448.314711,16
1635598448.328066,16
