1635598160.371574,0
1635598160.383438,0
1635598160.403505,0
1635598160.417172,0
1635598160.429551,0
1635598160.442596,0
1635598160.456632,0
1635598160.475085,0
1635598160.488014,0
1635598160.500286,0
1635598160.513028,0
1635598160.531188,0
1635598160.545325,0
1635598160.558377,0
1635598160.571877,0
1635598160.590127,0
1635598160.603571,0
1635598160.621471,0
1635598160.634866,0
1635598160.648340,0
1635598160.660576,0
1635598160.672696,0
1635598160.686924,0
1635598160.699102,0
1635598160.711618,0
1635598160.724865,0
1635598160.743187,0
1635598160.755925,0
1635598160.768741,0
1635598160.783270,0
1635598160.797418,0
1635598160.815028,0
1635598160.828691,0
1635598160.841562,0
1635598160.854533,0
1635598160.866620,0
1635598160.882749,0
1635598160.899548,0
1635598160.915105,0
1635598160.931694,0
1635598160.946527,0
1635598160.961492,0
1635598160.974793,0
1635598160.987704,0
1635598161.000998,0
1635598161.013093,0
1635598161.025375,0
1635598161.039032,0
1635598161.051150,0
1635598161.067356,0
1635598161.082613,0
1635598161.099963,0
1635598161.119124,0
1635598161.134019,0
1635598161.150882,0
1635598161.163766,0
1635598161.176831,0
1635598161.188859,0
1635598161.201550,0
1635598161.214070,0
1635598161.226567,0
1635598161.238576,0
1635598161.251429,0
1635598161.263319,0
1635598161.275359,0
1635598161.287646,0
1635598161.300313,0
1635598161.312777,0
1635598161.325463,0
1635598161.337989,0
1635598161.350938,0
1635598161.365482,0
1635598161.378934,0
1635598161.391398,0
1635598161.404652,0
1635598161.417274,0
1635598161.429862,0
1635598161.442174,0
1635598161.454265,0
1635598161.466466,0
1635598161.479709,0
1635598161.492568,0
1635598161.518000,0
1635598161.532378,0
1635598161.548710,0
1635598161.561594,0
1635598161.574983,0
1635598161.591482,0
1635598161.604425,0
1635598161.616517,0
1635598161.632471,0
1635598161.646761,0
1635598161.659946,0
1635598161.672371,0
1635598161.684758,0
1635598161.698852,0
1635598161.718439,0
1635598161.732315,0
1635598161.749050,0
1635598161.761769,0
1635598161.773954,0
1635598161.786187,0
1635598161.799003,0
1635598161.812394,0
1635598161.825395,0
1635598161.841063,0
1635598161.853903,0
1635598161.871227,0
1635598161.884467,0
1635598161.897121,0
1635598161.909817,0
1635598161.926203,0
1635598161.944836,0
1635598161.958643,0
1635598161.971670,0
1635598161.986915,0
1635598161.999947,0
1635598162.014747,0
1635598162.027604,0
1635598162.040206,0
